POSITION_WRT_HXB2,MEDIAN_PAIRWISE_DISTANCE_BETWEEN_STANDARD_REFS
2099,0.358548298
2100,0.35826405
2101,0.357984565
2102,0.357755947
2103,0.357542085
2104,0.357328223
2105,0.357095269
2106,0.356895826
2107,0.356695092
2108,0.356484782
2109,0.356295746
2110,0.355985906
2111,0.355677395
2112,0.355537036
2113,0.355279814
2114,0.355057373
2115,0.354811765
2116,0.354542061
2117,0.354291255
2118,0.354033269
2119,0.353753551
2120,0.353523581
2121,0.353303292
2122,0.35303181
2123,0.352778601
2124,0.352537718
2125,0.352268238
2126,0.351976263
2127,0.351748479
2128,0.35147906
2129,0.351198627
2130,0.350903351
2131,0.35059439
2132,0.350258272
2133,0.350013032
2134,0.349848537
2135,0.349570751
2136,0.349444492
2137,0.349312463
2138,0.349194974
2139,0.349015514
2140,0.348867675
2141,0.348782336
2142,0.348645263
2143,0.348482008
2144,0.348411986
2145,0.348321601
2146,0.3481742
2147,0.34815436
2148,0.3481015
2149,0.34806445
2150,0.347937583
2151,0.347749608
2152,0.347466645
2153,0.347159807
2154,0.346864538
2155,0.346560914
2156,0.346253395
2157,0.345986363
2158,0.345752253
2159,0.345518799
2160,0.345330051
2161,0.345152634
2162,0.344935224
2163,0.344737873
2164,0.344596213
2165,0.344440484
2166,0.344285506
2167,0.344118226
2168,0.344000764
2169,0.343922143
2170,0.343747071
2171,0.343644069
2172,0.343502555
2173,0.343382816
2174,0.343210231
2175,0.343127062
2176,0.343003758
2177,0.342820691
2178,0.34270099
2179,0.342613727
2180,0.342455123
2181,0.342304698
2182,0.342140329
2183,0.341915159
2184,0.341759225
2185,0.341523142
2186,0.341274754
2187,0.341001044
2188,0.340788156
2189,0.340578995
2190,0.340382841
2191,0.340251755
2192,0.340139976
2193,0.340052911
2194,0.339995046
2195,0.339794372
2196,0.339625048
2197,0.339486371
2198,0.339329759
2199,0.339151697
2200,0.338796552
2201,0.338506781
2202,0.338221052
2203,0.337996257
2204,0.337799153
2205,0.337631649
2206,0.337494236
2207,0.337340148
2208,0.337246465
2209,0.337189222
2210,0.337106374
2211,0.337163459
2212,0.337226844
2213,0.337285776
2214,0.337392391
2215,0.337456206
2216,0.337571524
2217,0.337790667
2218,0.338060395
2219,0.338286435
2220,0.338464996
2221,0.338755193
2222,0.338958651
2223,0.339163225
2224,0.339387745
2225,0.339579155
2226,0.339654288
2227,0.339557504
2228,0.339755559
2229,0.339918098
2230,0.339850242
2231,0.339743886
2232,0.339848625
2233,0.339946326
2234,0.340024747
2235,0.340185373
2236,0.340193738
2237,0.34007173
2238,0.339899589
2239,0.339695398
2240,0.339439228
2241,0.3392251
2242,0.338969513
2243,0.338760469
2244,0.338421187
2245,0.338050098
2246,0.337714802
2247,0.337411815
2248,0.337099117
2249,0.336732975
2250,0.336221502
2251,0.335877468
2252,0.335571955
2253,0.335230937
2254,0.334856144
2255,0.33450907
2256,0.334165756
2257,0.333748589
2258,0.333387674
2259,0.333062335
2260,0.332722037
2261,0.332395386
2262,0.332044987
2263,0.331695667
2264,0.331395124
2265,0.331094691
2266,0.330773907
2267,0.330495436
2268,0.330222957
2269,0.329941144
2270,0.329584398
2271,0.329235899
2272,0.328870871
2273,0.328565268
2274,0.328259735
2275,0.327929298
2276,0.327635622
2277,0.327338972
2278,0.327055253
2279,0.326738743
2280,0.326403567
2281,0.326106068
2282,0.32576198
2283,0.325310816
2284,0.324878315
2285,0.324515819
2286,0.324153123
2287,0.323823517
2288,0.323441427
2289,0.323096243
2290,0.322677365
2291,0.322269171
2292,0.321849353
2293,0.321464719
2294,0.321068981
2295,0.320681069
2296,0.320182151
2297,0.319709808
2298,0.319210259
2299,0.31872608
2300,0.318260158
2301,0.317742705
2302,0.3172493
2303,0.316812517
2304,0.316418025
2305,0.316073012
2306,0.315709263
2307,0.315219618
2308,0.314722177
2309,0.314304413
2310,0.313871801
2311,0.313403998
2312,0.312885285
2313,0.312306049
2314,0.311702906
2315,0.311143164
2316,0.310591486
2317,0.310012222
2318,0.30942713
2319,0.308851054
2320,0.308277898
2321,0.307697117
2322,0.307115005
2323,0.30656043
2324,0.305992798
2325,0.305462912
2326,0.304917559
2327,0.30441012
2328,0.30390775
2329,0.303314569
2330,0.30273049
2331,0.302202203
2332,0.301716696
2333,0.301226894
2334,0.300700049
2335,0.300228701
2336,0.299745896
2337,0.29921178
2338,0.298736806
2339,0.298274007
2340,0.29780332
2341,0.297329251
2342,0.296792938
2343,0.296259649
2344,0.295728713
2345,0.295166013
2346,0.294619611
2347,0.294074085
2348,0.293581262
2349,0.293070404
2350,0.292579587
2351,0.292063217
2352,0.291544265
2353,0.291037732
2354,0.29053302
2355,0.290001651
2356,0.28948773
2357,0.288914283
2358,0.288339192
2359,0.287707557
2360,0.287062236
2361,0.286429452
2362,0.285789338
2363,0.28518732
2364,0.284680681
2365,0.284069223
2366,0.283504066
2367,0.282958909
2368,0.28238476
2369,0.281885274
2370,0.28134567
2371,0.280803497
2372,0.280307341
2373,0.279735951
2374,0.279186202
2375,0.278672679
2376,0.278159882
2377,0.277653614
2378,0.27716938
2379,0.276659494
2380,0.276152832
2381,0.275702753
2382,0.275202725
2383,0.27469787
2384,0.274260616
2385,0.273821381
2386,0.273382146
2387,0.272969213
2388,0.272498809
2389,0.272040827
2390,0.271573256
2391,0.271084342
2392,0.270646252
2393,0.270168465
2394,0.269717435
2395,0.269200172
2396,0.268718791
2397,0.268214363
2398,0.267742307
2399,0.267207404
2400,0.266639836
2401,0.266082724
2402,0.265533087
2403,0.264979596
2404,0.264410881
2405,0.263844193
2406,0.263308531
2407,0.262761722
2408,0.26220381
2409,0.261642771
2410,0.261091183
2411,0.260529061
2412,0.260009382
2413,0.259464269
2414,0.258940472
2415,0.258416597
2416,0.257898256
2417,0.257365858
2418,0.256847411
2419,0.256375896
2420,0.255883864
2421,0.255369938
2422,0.25485075
2423,0.254392146
2424,0.253911869
2425,0.253431591
2426,0.252942989
2427,0.252491032
2428,0.252031494
2429,0.251572329
2430,0.251097036
2431,0.250630165
2432,0.250203663
2433,0.249815359
2434,0.249317181
2435,0.248772785
2436,0.248268325
2437,0.247746359
2438,0.247227657
2439,0.246651861
2440,0.246096836
2441,0.245489435
2442,0.244853254
2443,0.244211653
2444,0.243624924
2445,0.243042621
2446,0.242460026
2447,0.241910726
2448,0.241308941
2449,0.240727748
2450,0.240091778
2451,0.239542573
2452,0.239012625
2453,0.238539837
2454,0.238087156
2455,0.237641332
2456,0.237185215
2457,0.236744915
2458,0.236235737
2459,0.235683679
2460,0.235078406
2461,0.234508616
2462,0.233860853
2463,0.233318978
2464,0.232796362
2465,0.232233744
2466,0.231699457
2467,0.23118643
2468,0.230606035
2469,0.230011755
2470,0.229379082
2471,0.228819838
2472,0.228221577
2473,0.22771271
2474,0.227166584
2475,0.226606382
2476,0.226004966
2477,0.225448714
2478,0.224890732
2479,0.224285006
2480,0.223689301
2481,0.22311186
2482,0.222538093
2483,0.22198172
2484,0.221433598
2485,0.220880709
2486,0.22041629
2487,0.219958267
2488,0.219520972
2489,0.218996758
2490,0.218474724
2491,0.217895723
2492,0.217321515
2493,0.216720609
2494,0.216125529
2495,0.215523385
2496,0.214913778
2497,0.214305095
2498,0.213670134
2499,0.213095672
2500,0.212574883
2501,0.212061131
2502,0.211507285
2503,0.210957093
2504,0.210411357
2505,0.209887979
2506,0.209319729
2507,0.208797248
2508,0.208250537
2509,0.207777565
2510,0.207244691
2511,0.206690076
2512,0.206059955
2513,0.20545281
2514,0.204848238
2515,0.204280194
2516,0.203741136
2517,0.203204691
2518,0.202545356
2519,0.201829302
2520,0.20114508
2521,0.200472307
2522,0.199762179
2523,0.199126227
2524,0.198471403
2525,0.19777058
2526,0.197107575
2527,0.196519351
2528,0.196151131
2529,0.195500146
2530,0.194816896
2531,0.194378165
2532,0.193967856
2533,0.193270088
2534,0.192523322
2535,0.191788416
2536,0.191042355
2537,0.190497822
2538,0.190029324
2539,0.189600323
2540,0.189192094
2541,0.188868101
2542,0.188415226
2543,0.188055234
2544,0.187704468
2545,0.187408865
2546,0.187161243
2547,0.186860773
2548,0.186564855
2549,0.186262857
2550,0.185978793
2551,0.185736909
2552,0.185508333
2553,0.185280855
2554,0.185116817
2555,0.184936623
2556,0.184735754
2557,0.184545971
2558,0.18434609
2559,0.184088294
2560,0.183867413
2561,0.183685336
2562,0.18344738
2563,0.183258816
2564,0.182998948
2565,0.182781773
2566,0.182590408
2567,0.182426101
2568,0.182133066
2569,0.18183014
2570,0.181547141
2571,0.181251069
2572,0.180942287
2573,0.180667696
2574,0.180382003
2575,0.180103569
2576,0.179843316
2577,0.179611978
2578,0.179349207
2579,0.179095138
2580,0.178838479
2581,0.178608256
2582,0.178355758
2583,0.178097014
2584,0.177922238
2585,0.177774675
2586,0.177579706
2587,0.177414107
2588,0.177222531
2589,0.1770437
2590,0.176841201
2591,0.176686177
2592,0.176555097
2593,0.176407042
2594,0.176250739
2595,0.176074351
2596,0.175918711
2597,0.17581401
2598,0.175723173
2599,0.175640313
2600,0.175616039
2601,0.175553525
2602,0.175480581
2603,0.175428157
2604,0.175348026
2605,0.175196084
2606,0.17503554
2607,0.174864309
2608,0.174772163
2609,0.174732495
2610,0.174566278
2611,0.174426554
2612,0.174340144
2613,0.174324434
2614,0.174344572
2615,0.174375645
2616,0.1744317
2617,0.17442328
2618,0.174540322
2619,0.174642174
2620,0.174734431
2621,0.174843735
2622,0.174968453
2623,0.175079656
2624,0.175295154
2625,0.17542643
2626,0.175542894
2627,0.175656391
2628,0.175781146
2629,0.175873169
2630,0.176060968
2631,0.176227967
2632,0.17637158
2633,0.17641843
2634,0.176437938
2635,0.176466848
2636,0.176480861
2637,0.176531087
2638,0.176527767
2639,0.176571194
2640,0.176583999
2641,0.176598562
2642,0.176614397
2643,0.176630232
2644,0.17662982
2645,0.176638846
2646,0.176656542
2647,0.176693067
2648,0.176688194
2649,0.17673344
2650,0.176748424
2651,0.176748691
2652,0.176792708
2653,0.176852527
2654,0.176971581
2655,0.177079098
2656,0.177239193
2657,0.177393703
2658,0.177519018
2659,0.177682126
2660,0.177810603
2661,0.178006621
2662,0.178215409
2663,0.178463855
2664,0.178658854
2665,0.178849856
2666,0.179581703
2667,0.179833232
2668,0.180014407
2669,0.180237441
2670,0.180384698
2671,0.18056135
2672,0.180659734
2673,0.180768386
2674,0.180853093
2675,0.180865663
2676,0.180890436
2677,0.180908943
2678,0.181017301
2679,0.181169341
2680,0.181299771
2681,0.181315382
2682,0.181399228
2683,0.181443997
2684,0.181461799
2685,0.181535107
2686,0.181592643
2687,0.181635919
2688,0.18159268
2689,0.181560167
2690,0.18167618
2691,0.181768828
2692,0.181881654
2693,0.18185111
2694,0.181915788
2695,0.181875941
2696,0.182035072
2697,0.182172227
2698,0.182242529
2699,0.182260733
2700,0.182386901
2701,0.182494916
2702,0.182512417
2703,0.182514507
2704,0.182617461
2705,0.182706031
2706,0.182853278
2707,0.182987442
2708,0.183136277
2709,0.183191268
2710,0.183243025
2711,0.183285224
2712,0.183338383
2713,0.183471722
2714,0.183663566
2715,0.183818999
2716,0.183984987
2717,0.184108818
2718,0.184292283
2719,0.184452034
2720,0.184542896
2721,0.184639471
2722,0.184725262
2723,0.184807638
2724,0.18491177
2725,0.184998206
2726,0.185104384
2727,0.185191251
2728,0.18525126
2729,0.185340683
2730,0.185428273
2731,0.185533042
2732,0.185663455
2733,0.185827111
2734,0.185936105
2735,0.18609196
2736,0.186252956
2737,0.186398873
2738,0.18660936
2739,0.186809627
2740,0.18703797
2741,0.187274111
2742,0.18750383
2743,0.187789595
2744,0.188058924
2745,0.188284407
2746,0.188468833
2747,0.188667114
2748,0.188732334
2749,0.188832472
2750,0.188948557
2751,0.189016428
2752,0.189094688
2753,0.189206776
2754,0.189303091
2755,0.189338381
2756,0.189403236
2757,0.189501092
2758,0.189585422
2759,0.189728103
2760,0.189865912
2761,0.189978557
2762,0.190095787
2763,0.190222807
2764,0.190333532
2765,0.190411774
2766,0.190467297
2767,0.190549911
2768,0.190613099
2769,0.190738077
2770,0.190821051
2771,0.190930414
2772,0.19102194
2773,0.191131709
2774,0.191165399
2775,0.191323763
2776,0.191488467
2777,0.191644773
2778,0.191773465
2779,0.191888958
2780,0.192013938
2781,0.192136434
2782,0.192302556
2783,0.192473522
2784,0.192627014
2785,0.192782343
2786,0.192943196
2787,0.193095235
2788,0.193254325
2789,0.19336145
2790,0.193577718
2791,0.193777869
2792,0.193977436
2793,0.194166832
2794,0.194355871
2795,0.194523221
2796,0.194702203
2797,0.194884879
2798,0.195055176
2799,0.195245687
2800,0.195479544
2801,0.195654309
2802,0.195821365
2803,0.195962373
2804,0.196119271
2805,0.196261153
2806,0.196379133
2807,0.196556981
2808,0.196704372
2809,0.196837887
2810,0.19701084
2811,0.197176004
2812,0.197317993
2813,0.197482044
2814,0.19764592
2815,0.197811238
2816,0.197958821
2817,0.19813581
2818,0.198303749
2819,0.198489245
2820,0.198687728
2821,0.198890027
2822,0.199107735
2823,0.199356044
2824,0.199540336
2825,0.199756969
2826,0.200082425
2827,0.200456291
2828,0.200608521
2829,0.200776073
2830,0.20094575
2831,0.20118278
2832,0.201365843
2833,0.201599114
2834,0.201773786
2835,0.201941526
2836,0.202170855
2837,0.202436598
2838,0.202604564
2839,0.202795811
2840,0.203442523
2841,0.203524446
2842,0.203645228
2843,0.203802404
2844,0.204027598
2845,0.204354617
2846,0.204623045
2847,0.204797242
2848,0.205013641
2849,0.205201528
2850,0.205359132
2851,0.205475495
2852,0.205628865
2853,0.205727362
2854,0.205785205
2855,0.205792948
2856,0.205852233
2857,0.205922401
2858,0.20597293
2859,0.206035775
2860,0.206145421
2861,0.20627046
2862,0.206348013
2863,0.206518606
2864,0.206657314
2865,0.206947112
2866,0.20715716
2867,0.207283016
2868,0.207446564
2869,0.20774606
2870,0.208021655
2871,0.20829792
2872,0.208599832
2873,0.208840936
2874,0.209161089
2875,0.20943135
2876,0.20971797
2877,0.209893434
2878,0.210038096
2879,0.210343703
2880,0.21060357
2881,0.210790183
2882,0.21115173
2883,0.211510481
2884,0.211880297
2885,0.212237264
2886,0.212514425
2887,0.212777339
2888,0.212904481
2889,0.213174712
2890,0.213419123
2891,0.213678599
2892,0.213953725
2893,0.214232642
2894,0.21441925
2895,0.214678581
2896,0.214864277
2897,0.215182367
2898,0.215402387
2899,0.215625314
2900,0.215873816
2901,0.216043712
2902,0.216240355
2903,0.216420923
2904,0.216625694
2905,0.216785087
2906,0.217055983
2907,0.217170204
2908,0.217305298
2909,0.217426266
2910,0.217544606
2911,0.217689024
2912,0.217806137
2913,0.217902651
2914,0.217989263
2915,0.218045623
2916,0.218117683
2917,0.218114562
2918,0.218199998
2919,0.21814141
2920,0.218086678
2921,0.218085225
2922,0.218040246
2923,0.217992459
2924,0.217986284
2925,0.217839619
2926,0.217783411
2927,0.217701772
2928,0.217663265
2929,0.217592276
2930,0.217568723
2931,0.217517795
2932,0.217455423
2933,0.217435804
2934,0.217467754
2935,0.217514986
2936,0.217551232
2937,0.217566875
2938,0.217571128
2939,0.217631161
2940,0.217620063
2941,0.217655875
2942,0.217647941
2943,0.217676174
2944,0.217704407
2945,0.217748989
2946,0.217793993
2947,0.217835682
2948,0.217836436
2949,0.217897101
2950,0.217896119
2951,0.217891579
2952,0.217904334
2953,0.217892193
2954,0.217865638
2955,0.217769492
2956,0.217720398
2957,0.217632889
2958,0.217531999
2959,0.217458948
2960,0.217407563
2961,0.217357938
2962,0.217320009
2963,0.217259677
2964,0.217188795
2965,0.217130398
2966,0.21699465
2967,0.216403443
2968,0.216273283
2969,0.21616382
2970,0.216059358
2971,0.215963958
2972,0.215888776
2973,0.215859146
2974,0.215834196
2975,0.21583699
2976,0.215935155
2977,0.216005643
2978,0.216091521
2979,0.216068512
2980,0.215999195
2981,0.215956698
2982,0.216028491
2983,0.216006596
2984,0.216111035
2985,0.216218433
2986,0.216245181
2987,0.216259087
2988,0.21628941
2989,0.216437882
2990,0.216574221
2991,0.216556755
2992,0.21654001
2993,0.216524973
2994,0.216641071
2995,0.216641453
2996,0.216802804
2997,0.216804712
2998,0.216818428
2999,0.216951825
3000,0.21707287
3001,0.217108371
3002,0.217250973
3003,0.217546427
3004,0.217850859
3005,0.218059704
3006,0.218268076
3007,0.218380234
3008,0.218495159
3009,0.218598766
3010,0.218845513
3011,0.219115402
3012,0.219347007
3013,0.219619184
3014,0.219819199
3015,0.219936237
3016,0.220034918
3017,0.220113773
3018,0.22023855
3019,0.220282406
3020,0.220350859
3021,0.220497788
3022,0.220736478
3023,0.220840823
3024,0.220921617
3025,0.221058209
3026,0.221241004
3027,0.221381738
3028,0.221537705
3029,0.221750215
3030,0.221842039
3031,0.221896731
3032,0.222088506
3033,0.222245155
3034,0.222237487
3035,0.222254026
3036,0.222270706
3037,0.222249574
3038,0.222252912
3039,0.222105641
3040,0.221986466
3041,0.221923105
3042,0.22185233
3043,0.221817554
3044,0.221750441
3045,0.221689727
3046,0.22164096
3047,0.221595511
3048,0.221551826
3049,0.221586693
3050,0.221590069
3051,0.221576984
3052,0.221625404
3053,0.221683064
3054,0.221705651
3055,0.221766469
3056,0.22199486
3057,0.222036296
3058,0.222079575
3059,0.222111104
3060,0.22211815
3061,0.222165515
3062,0.222250653
3063,0.222393262
3064,0.222522195
3065,0.222646117
3066,0.222780577
3067,0.222885938
3068,0.222954845
3069,0.223026969
3070,0.223041108
3071,0.223112823
3072,0.223157664
3073,0.223187059
3074,0.223219649
3075,0.223211242
3076,0.223139806
3077,0.223055015
3078,0.223020661
3079,0.223033437
3080,0.223101554
3081,0.223207066
3082,0.223294811
3083,0.223344345
3084,0.223346968
3085,0.223341904
3086,0.223329009
3087,0.223293319
3088,0.223261148
3089,0.223226296
3090,0.223240066
3091,0.223208188
3092,0.223160872
3093,0.223135107
3094,0.223101988
3095,0.223084804
3096,0.223060414
3097,0.223010039
3098,0.223100755
3099,0.22315114
3100,0.223173827
3101,0.223164206
3102,0.223224265
3103,0.223286528
3104,0.2233934
3105,0.223445593
3106,0.223522744
3107,0.223573901
3108,0.223543856
3109,0.223542514
3110,0.223561454
3111,0.223512301
3112,0.223502095
3113,0.223556284
3114,0.223564415
3115,0.223535618
3116,0.223540295
3117,0.223561981
3118,0.223558673
3119,0.223553577
3120,0.223549092
3121,0.223557028
3122,0.22354418
3123,0.223558581
3124,0.223519676
3125,0.223537083
3126,0.223506658
3127,0.223363237
3128,0.223175994
3129,0.223326904
3130,0.223381937
3131,0.22353036
3132,0.223542204
3133,0.22359724
3134,0.223646512
3135,0.223730993
3136,0.223822899
3137,0.223850912
3138,0.223916389
3139,0.224009439
3140,0.22409339
3141,0.223827061
3142,0.224066457
3143,0.22421678
3144,0.224341399
3145,0.224364836
3146,0.224276192
3147,0.224281012
3148,0.224354892
3149,0.224442002
3150,0.224548074
3151,0.224663231
3152,0.224814577
3153,0.224939263
3154,0.225110846
3155,0.225370023
3156,0.225597548
3157,0.225827977
3158,0.226033006
3159,0.226256182
3160,0.226498322
3161,0.226790735
3162,0.227063738
3163,0.227361407
3164,0.227540563
3165,0.227698849
3166,0.227776271
3167,0.22797665
3168,0.228172372
3169,0.228390021
3170,0.228482754
3171,0.228655928
3172,0.22879225
3173,0.22895039
3174,0.229285408
3175,0.229464457
3176,0.229703905
3177,0.229868814
3178,0.23007965
3179,0.230324203
3180,0.230435549
3181,0.230601688
3182,0.230808371
3183,0.230782917
3184,0.230852514
3185,0.230894831
3186,0.230922312
3187,0.230996981
3188,0.2310912
3189,0.231324319
3190,0.231443112
3191,0.23159641
3192,0.231726878
3193,0.231880268
3194,0.2319899
3195,0.232151746
3196,0.232282143
3197,0.232506732
3198,0.232671574
3199,0.232894911
3200,0.233109062
3201,0.233304975
3202,0.23353097
3203,0.233784035
3204,0.234018677
3205,0.234210831
3206,0.234423696
3207,0.234570005
3208,0.234873392
3209,0.235149225
3210,0.235364068
3211,0.235548057
3212,0.235748802
3213,0.235945156
3214,0.236166501
3215,0.236354002
3216,0.236556657
3217,0.236827918
3218,0.237054702
3219,0.237291709
3220,0.237597043
3221,0.237882238
3222,0.238110926
3223,0.238342232
3224,0.238618808
3225,0.238716838
3226,0.238850255
3227,0.239050308
3228,0.239285593
3229,0.239502057
3230,0.239744807
3231,0.240022556
3232,0.240227499
3233,0.240492499
3234,0.240716608
3235,0.240943131
3236,0.241186963
3237,0.241414101
3238,0.241670279
3239,0.241924301
3240,0.242163313
3241,0.242393313
3242,0.242604578
3243,0.242813592
3244,0.243020103
3245,0.243220535
3246,0.243450322
3247,0.243675093
3248,0.243830762
3249,0.24401666
3250,0.244154477
3251,0.244331157
3252,0.244601724
3253,0.244826399
3254,0.245048719
3255,0.245275496
3256,0.245500323
3257,0.245718362
3258,0.245958232
3259,0.246197722
3260,0.246428488
3261,0.246610439
3262,0.246783664
3263,0.246960055
3264,0.247141251
3265,0.247316161
3266,0.247476342
3267,0.247647263
3268,0.24781262
3269,0.24798558
3270,0.248162712
3271,0.248382534
3272,0.248560036
3273,0.248630392
3274,0.248749126
3275,0.248833358
3276,0.248942162
3277,0.249029852
3278,0.249096611
3279,0.249150892
3280,0.249230328
3281,0.249352942
3282,0.24945208
3283,0.249544597
3284,0.249625677
3285,0.249657793
3286,0.249687418
3287,0.249718522
3288,0.249730732
3289,0.249746518
3290,0.249739665
3291,0.249742376
3292,0.249708889
3293,0.249707239
3294,0.249701343
3295,0.249652025
3296,0.249659716
3297,0.249551387
3298,0.249462544
3299,0.249379502
3300,0.249199636
3301,0.249102119
3302,0.248970674
3303,0.248756349
3304,0.248476104
3305,0.248190832
3306,0.247896434
3307,0.24761736
3308,0.247390536
3309,0.2471517
3310,0.246923753
3311,0.246655135
3312,0.246376327
3313,0.246139195
3314,0.245852963
3315,0.245574728
3316,0.245329794
3317,0.245160815
3318,0.245000048
3319,0.244829041
3320,0.244669034
3321,0.24450692
3322,0.244281968
3323,0.243995563
3324,0.243907991
3325,0.24385557
3326,0.243729285
3327,0.243614323
3328,0.243531549
3329,0.243435333
3330,0.24329129
3331,0.243229141
3332,0.243189899
3333,0.243025287
3334,0.242873987
3335,0.242806583
3336,0.242735198
3337,0.242666552
3338,0.242600721
3339,0.242562097
3340,0.242567185
3341,0.242562196
3342,0.242454717
3343,0.242389306
3344,0.242300951
3345,0.242198891
3346,0.242152148
3347,0.242103372
3348,0.242041284
3349,0.241990078
3350,0.241981662
3351,0.241986009
3352,0.24198361
3353,0.241988496
3354,0.24194942
3355,0.241992679
3356,0.241931818
3357,0.241769398
3358,0.241762524
3359,0.241759485
3360,0.241811189
3361,0.241898848
3362,0.241928238
3363,0.241912995
3364,0.241824856
3365,0.241796259
3366,0.241734333
3367,0.241674944
3368,0.241620019
3369,0.241546264
3370,0.241478454
3371,0.241481347
3372,0.241508718
3373,0.241539588
3374,0.241598166
3375,0.241613378
3376,0.241674203
3377,0.24172579
3378,0.241780557
3379,0.241931792
3380,0.241996064
3381,0.242044225
3382,0.242032892
3383,0.241983145
3384,0.241978704
3385,0.242064696
3386,0.242201013
3387,0.242329374
3388,0.242474421
3389,0.242627287
3390,0.242773546
3391,0.242931656
3392,0.243028339
3393,0.243199991
3394,0.243326828
3395,0.24349611
3396,0.243625319
3397,0.243766466
3398,0.243953497
3399,0.243934106
3400,0.243982979
3401,0.243990764
3402,0.244087372
3403,0.244116698
3404,0.244115815
3405,0.244072258
3406,0.244138147
3407,0.244105681
3408,0.244083636
3409,0.244090715
3410,0.244124668
3411,0.244153415
3412,0.244202804
3413,0.244232537
3414,0.244201024
3415,0.244199076
3416,0.244227461
3417,0.244217158
3418,0.244239453
3419,0.244246899
3420,0.244354014
3421,0.244363711
3422,0.244358153
3423,0.24431483
3424,0.244239693
3425,0.24418553
3426,0.244108131
3427,0.244076324
3428,0.24406912
3429,0.244071393
3430,0.243943568
3431,0.243947492
3432,0.243789953
3433,0.243755866
3434,0.243720273
3435,0.243608083
3436,0.243518934
3437,0.243499767
3438,0.243529032
3439,0.243381487
3440,0.243426414
3441,0.243346745
3442,0.243171204
3443,0.243131419
3444,0.243034681
3445,0.242945198
3446,0.242886044
3447,0.242904149
3448,0.242876785
3449,0.242977406
3450,0.242970645
3451,0.242899376
3452,0.242869706
3453,0.242828654
3454,0.242769092
3455,0.24269878
3456,0.24273605
3457,0.242614838
3458,0.24259741
3459,0.242542204
3460,0.24245419
3461,0.24238529
3462,0.242197779
3463,0.242029124
3464,0.241863443
3465,0.241724104
3466,0.241681356
3467,0.241708786
3468,0.241518849
3469,0.241391841
3470,0.241171923
3471,0.241088814
3472,0.240967339
3473,0.240861466
3474,0.240668628
3475,0.240330794
3476,0.240054734
3477,0.239765484
3478,0.239546033
3479,0.239407679
3480,0.239214387
3481,0.239016949
3482,0.238813494
3483,0.238657445
3484,0.238571434
3485,0.238375571
3486,0.238193641
3487,0.23801184
3488,0.23783495
3489,0.237616396
3490,0.237395294
3491,0.237154633
3492,0.236918864
3493,0.236685452
3494,0.236447438
3495,0.23623228
3496,0.236059739
3497,0.235865499
3498,0.235623571
3499,0.23533428
3500,0.235060136
3501,0.234760417
3502,0.234478617
3503,0.234430091
3504,0.234108638
3505,0.233846517
3506,0.233581477
3507,0.233320814
3508,0.233009774
3509,0.232716607
3510,0.232539366
3511,0.232463459
3512,0.232356177
3513,0.23231935
3514,0.23231781
3515,0.2322927
3516,0.232314765
3517,0.232339732
3518,0.232170959
3519,0.232056765
3520,0.231908574
3521,0.231698959
3522,0.231720577
3523,0.231504563
3524,0.231540081
3525,0.231569251
3526,0.231663799
3527,0.23175977
3528,0.231798908
3529,0.231675669
3530,0.231496545
3531,0.231301182
3532,0.231064895
3533,0.23095712
3534,0.230829313
3535,0.230625663
3536,0.230496084
3537,0.230402749
3538,0.230339423
3539,0.230242487
3540,0.230031289
3541,0.229904303
3542,0.229813119
3543,0.229711938
3544,0.229801283
3545,0.229772194
3546,0.229677713
3547,0.229770853
3548,0.229662796
3549,0.229659382
3550,0.229735468
3551,0.229746794
3552,0.229587541
3553,0.229599044
3554,0.229539152
3555,0.229635783
3556,0.229740129
3557,0.229699817
3558,0.229614733
3559,0.229529388
3560,0.229460252
3561,0.229536047
3562,0.229522203
3563,0.229482429
3564,0.229498277
3565,0.229443121
3566,0.229459591
3567,0.229418782
3568,0.229389769
3569,0.229406299
3570,0.229404268
3571,0.229367873
3572,0.229344467
3573,0.229365959
3574,0.229449112
3575,0.229567667
3576,0.22969261
3577,0.229761171
3578,0.229772699
3579,0.22987817
3580,0.229989837
3581,0.230073084
3582,0.230053213
3583,0.230222813
3584,0.230236251
3585,0.230291714
3586,0.230459099
3587,0.230635623
3588,0.230818465
3589,0.23094368
3590,0.231201736
3591,0.231496929
3592,0.231744668
3593,0.231927806
3594,0.232191014
3595,0.232440046
3596,0.232732514
3597,0.232985476
3598,0.233252745
3599,0.233484675
3600,0.233735511
3601,0.234033501
3602,0.234323127
3603,0.234785943
3604,0.235168017
3605,0.235512709
3606,0.235872089
3607,0.23625573
3608,0.236628055
3609,0.236932871
3610,0.237244239
3611,0.237562692
3612,0.237784675
3613,0.23804647
3614,0.238356548
3615,0.238701344
3616,0.239050102
3617,0.239217933
3618,0.239343642
3619,0.239467876
3620,0.239678511
3621,0.239947422
3622,0.240101733
3623,0.240371921
3624,0.240664238
3625,0.240854557
3626,0.241039943
3627,0.241193947
3628,0.241362805
3629,0.241526715
3630,0.241573465
3631,0.241598798
3632,0.241563206
3633,0.241552462
3634,0.241531204
3635,0.241482985
3636,0.241515567
3637,0.24156055
3638,0.241555539
3639,0.241580727
3640,0.241567199
3641,0.24160822
3642,0.241740107
3643,0.241798139
3644,0.241853422
3645,0.241912846
3646,0.241980607
3647,0.241977648
